,Condition,State,City,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER,Price_MXN
MLM791647391,used,Jalisco,Zapopan,Usado,4384.0,5.0,140.0,Delantera,nan,2000.0,Volkswagen,4.0,2.0,Diésel,75000.0,Vento,Automática,2.0 Highline At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM812126865,used,Distrito Federal,Benito Juárez,Usado,,,,nan,nan,,Ford,5.0,nan,Gasolina,115000.0,Ecosport,nan,XLT Estandar,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,112000.0
MLM772139872,used,Puebla,Puebla,Usado,,,,Delantera,nan,1498.0,Ford,4.0,nan,Gasolina,32000.0,Figo,Automática,1.5 Titanium Sedan At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,159900.0
MLM811921219,used,Distrito Federal,Coyoacán,Usado,4783.0,2.0,335.0,Trasera,Sí,3640.0,Chevrolet,2.0,3.6,Gasolina,13000.0,Camaro,Automática,3.6 Rs V6 At,2019.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,589900.0
MLM803038600,used,Puebla,Puebla,Usado,,,,nan,nan,,Chevrolet,3.0,nan,Gasolina,90000.0,Tornado,nan,Equipada 2009,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,89900.0
MLM813458513,used,Distrito Federal,Coyoacán,Usado,4590.0,,,Delantera,Sí,1600.0,Mercedes-Benz,2.0,1.6,Gasolina,48000.0,Clase C,Automática,1.6 180 Cgi Coupe At,2013.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239900.0
MLM811943416,used,Distrito Federal,Coyoacán,Usado,4672.0,5.0,171.0,Trasera,Sí,2488.0,Renault,5.0,2.5,Gasolina,3000.0,Koleos,Automática,2.5 Iconic Cvt,2020.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,459900.0
MLM806593548,used,Puebla,Puebla,Usado,3995.0,,,Delantera,Sí,1600.0,Renault,2.0,1.6,Gasolina,64000.0,Kangoo,Manual,1.6 Aa Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM812936230,used,Puebla,Puebla,Usado,3675.0,5.0,81.0,Delantera,Sí,1206.0,Chevrolet,5.0,1.3,Gasolina,38000.0,Beat,Manual,1.3 Ls Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119900.0
MLM808765070,used,Distrito Federal,Tlalpan,Usado,,2.0,,Trasera,Sí,3600.0,Chevrolet,2.0,3.6,Gasolina,109000.0,Camaro,Automática,Lt V6 At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,244900.0
MLM802000133,used,Puebla,Puebla,Usado,4365.0,5.0,,Delantera,Sí,1600.0,Peugeot,5.0,1.6,Gasolina,52000.0,3008,Manual,1.6 Féline Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189900.0
MLM802428835,used,Puebla,Puebla,Usado,,,,Trasera,nan,3700.0,Volkswagen,5.0,nan,Gasolina,69000.0,Routan,Automática,3.7 Prestige Tiptronic Paq Joybox At,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149900.0
MLM799762222,used,Puebla,Puebla,Usado,,,,nan,nan,,Volkswagen,4.0,nan,Gasolina,70000.0,Jetta,nan,Comfortline 2012 Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,155000.0
MLM800122437,used,Jalisco,Zapopan,Usado,,2.0,230.0,4x4,Sí,2000.0,Audi,2.0,2.0,Gasolina,45000.0,A5,Automática,2.0 S Line Turbo S Tronic Quattro Dsg,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,310000.0
MLM804287288,used,Puebla,Puebla,Usado,4384.0,4.0,121.0,Delantera,Sí,1591.0,Kia,4.0,1.6,Gasolina,32000.0,Rio,Automática,1.6 Lx Sedan At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,205000.0
MLM804610082,used,Distrito Federal,Benito Juárez,Usado,,5.0,,4x2,Sí,2000.0,Jeep,5.0,2.0,Gasolina,68000.0,Patriot,Automática,Limited Qc 4x2 Cvt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169000.0
MLM803018949,used,Distrito Federal,Tlalpan,Usado,4624.0,4.0,,Trasera,Sí,2000.0,BMW,4.0,2.0,Gasolina,68000.0,Serie 3,Automática,2.0 320ia Sport Line At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,249900.0
MLM803015359,used,Distrito Federal,Tlalpan,Usado,,5.0,,4x2,Sí,5400.0,Lincoln,5.0,5.4,Gasolina,139000.0,Navigator,Automática,Vagoneta Ultime 4x2 At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,204900.0
MLM803018943,used,Distrito Federal,Tlalpan,Usado,4580.0,5.0,188.0,Delantera,Sí,2488.0,Mazda,4.0,2.5,Gasolina,68000.0,Mazda 3,Automática,2.5 S Grand Touring Sedan At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,259900.0
MLM813839431,used,Puebla,Puebla,Usado,5293.0,5.0,380.0,4x4,Sí,3496.0,Lincoln,5.0,3.5,Gasolina,31000.0,Navigator,Automática,3.5 Reserve At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,575000.0
MLM813555244,used,Puebla,Puebla,Usado,,5.0,,4x4,Sí,2000.0,BMW,5.0,2.0,Gasolina,70000.0,X3,Automática,2.0 Xdrive 28i Top Line . At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289900.0
MLM812393789,used,Puebla,Puebla,Usado,5127.0,5.0,,4x4,Sí,3600.0,Buick,5.0,3.6,Gasolina,56000.0,Enclave,Automática,3.6 Paq D At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,345000.0
MLM812342973,used,Puebla,Puebla,Usado,4624.0,5.0,,4x2,Sí,3200.0,Jeep,5.0,3.2,Gasolina,44000.0,Cherokee,Manual,3.2 Trailhawk Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,299900.0
MLM809583686,used,Puebla,Puebla,Usado,4780.0,5.0,,4x4,Sí,5500.0,Mercedes-Benz,5.0,5.5,Gasolina,56000.0,Clase M,Manual,5.5l Ml 63 Amg Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,579900.0
MLM809556332,used,Puebla,Puebla,Usado,4315.0,5.0,133.0,Delantera,Sí,1998.0,Renault,5.0,2.0,Gasolina,19000.0,Oroch,Automática,2.0 16v Zen,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM803012926,used,Distrito Federal,Tlalpan,Usado,,5.0,,4x4,Sí,2000.0,BMW,5.0,2.0,Gasolina,71000.0,X3,Manual,2.0 X3 Xdrive28ia M Sport Man Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,269900.0
MLM803012949,used,Morelos,Cuernavaca,Usado,4384.0,5.0,105.0,Delantera,nan,1600.0,Volkswagen,4.0,1.6,Gasolina,54000.0,Vento,Manual,1.6 Confortline Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179900.0
MLM810044338,used,Puebla,Puebla,Usado,,2.0,,4x4,Sí,4300.0,Chevrolet,2.0,4.3,Gasolina,92000.0,Silverado,Automática,Pickup Silverado 2500 Custom Aa At,1999.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,135000.0
MLM803018969,used,Distrito Federal,Tlalpan,Usado,4329.0,3.0,177.0,Trasera,Sí,1598.0,BMW,3.0,1.6,Gasolina,43000.0,Serie 1,Automática,1.6 3p 120ia Urban Line At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,304900.0
MLM803015307,used,Distrito Federal,Tlalpan,Usado,4338.0,4.0,103.0,Delantera,Sí,1598.0,Chevrolet,4.0,1.6,Gasolina,76000.0,Aveo,Manual,1.6 Lt Mt Sedán,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109900.0
MLM803012968,used,Distrito Federal,Tlalpan,Usado,,,,nan,nan,,Nissan,5.0,nan,Gasolina,117000.0,X-Terra,nan,SE,2001.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,94900.0
MLM808949200,used,Jalisco,Zapopan,Usado,,,,nan,nan,,RAM,2.0,nan,Gasolina,127000.0,Ram 1500,nan,6cil caja larga auto,2001.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,89500.0
MLM808037654,used,Jalisco,Zapopan,Usado,4590.0,,,Delantera,Sí,1800.0,Mercedes-Benz,2.0,1.8,Gasolina,52000.0,Clase C,Automática,1.8 250 Cgi Coupe At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,308000.0
MLM806039975,used,Distrito Federal,Benito Juárez,Usado,4455.0,4.0,118.0,Delantera,Sí,1497.0,Honda,4.0,1.5,Gasolina,28000.0,City,Manual,1.5 Lx Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM813566495,used,Distrito Federal,Coyoacán,Usado,,5.0,,4x4,Sí,2500.0,Toyota,5.0,2.5,Gasolina,68000.0,RAV4,Automática,2.5 Xle L4/ At,2014.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229900.0
MLM806358107,used,Distrito Federal,Tlalpan,Usado,4458.0,4.0,190.0,Delantera,Sí,1984.0,Audi,4.0,2.0,Gasolina,49000.0,A3,Automática,2.0 Sedán L Select At Dsg,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,319900.0
MLM815497349,used,Hidalgo,Pachuca De Soto,Usado,,,,nan,nan,,Maserati,4.0,nan,Gasolina,44000.0,GRAN TURISMO,nan,Quattroporte,2004.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,395000.0
MLM813471834,used,Distrito Federal,Coyoacán,Usado,4370.0,5.0,240.0,4x4,Sí,1999.0,Land Rover,5.0,2.0,Gasolina,37000.0,Evoque,Automática,2.0 Dynamique At,2015.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,459900.0
MLM810031733,used,Distrito Federal,Coyoacán,Usado,4756.0,5.0,476.0,Trasera,Sí,3982.0,Mercedes-Benz,4.0,4.0,Gasolina,25000.0,Clase C,Automática,4.0 63 Amg At,2017.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,950000.0
MLM807708220,used,Puebla,Puebla,Usado,,,,4x2,nan,5400.0,Ford,5.0,nan,Gasolina,83000.0,Expedition,Automática,5.4 Limited Piel V8 4x2 At,2007.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,155000.0
MLM802056677,used,Puebla,Puebla,Usado,4064.0,5.0,130.0,Delantera,Sí,1497.0,Honda,5.0,1.5,Gasolina,42000.0,Fit,Manual,1.5 Fun Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189900.0
MLM811457767,used,Puebla,Puebla,Usado,4275.0,5.0,148.0,Delantera,Sí,1998.0,Mazda,5.0,2.0,Gasolina,55000.0,CX-3,Automática,2.0 I Grand Touring At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239900.0
MLM808118426,used,Puebla,Puebla,Usado,4652.0,5.0,170.0,Delantera,nan,2500.0,Volkswagen,4.0,2.5,Gasolina,55000.0,Jetta,Automática,2.5 Comfortline Mt At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,174990.0
MLM813442321,used,Hidalgo,Pachuca De Soto,Usado,4624.0,4.0,252.0,Trasera,Sí,1998.0,BMW,4.0,2.0,Gasolina,42000.0,Serie 3,Automática,2.0 330ia Luxury Line At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,399000.0
MLM813526032,used,Puebla,Puebla,Usado,,,,nan,nan,,Volkswagen,2.0,nan,Gasolina,1000.0,Sedan,nan,Mt 1982,1982.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,79900.0
MLM811469096,used,Puebla,Puebla,Usado,4470.0,5.0,,Delantera,Sí,1800.0,Nissan,4.0,1.8,Gasolina,88000.0,Tiida,Manual,1.8 Sense Sedan Mt,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,89900.0
MLM811464841,used,Puebla,Puebla,Usado,4442.0,5.0,92.0,Delantera,Sí,1560.0,Peugeot,4.0,1.6,Diésel,40000.0,301,Manual,1.6 Allure Hdi Diesel Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM807709372,used,Puebla,Puebla,Usado,4652.0,5.0,170.0,Delantera,nan,2500.0,Volkswagen,4.0,2.5,Gasolina,76000.0,Jetta,Automática,2.5 Style Active At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149900.0
MLM814565764,used,Hidalgo,Pachuca De Soto,Usado,4315.0,4.0,103.0,Delantera,Sí,1598.0,Chevrolet,4.0,1.6,Gasolina,50000.0,Aveo,Automática,1.6 Lt Bolsas De Aire Y Abs Nuevo At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169000.0
MLM806657391,used,Distrito Federal,Benito Juárez,Usado,4482.0,5.0,110.0,Delantera,Sí,1197.0,SEAT,4.0,1.2,Gasolina,43000.0,Toledo,Manual,1.2 Style Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM807827299,used,Distrito Federal,Tlalpan,Usado,4695.0,5.0,165.0,Delantera,Sí,2360.0,Mitsubishi,5.0,2.4,Gasolina,32000.0,Outlander,Automática,2.4 Limited Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,319900.0
MLM812843788,used,Distrito Federal,Coyoacán,Usado,,5.0,307.0,4x2,Sí,4700.0,Chrysler,5.0,4.7,Gasolina,89000.0,Aspen,Manual,4.7 Limited Qc Abs 4x2 Mt,2007.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109900.0
MLM805863094,used,Puebla,Puebla,Usado,,,,nan,nan,,Hyundai,4.0,nan,Gasolina,73000.0,Grand i10,nan,Basico Mt 2013,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,89900.0
MLM807829558,used,Distrito Federal,Benito Juárez,Usado,4140.0,5.0,152.0,Delantera,Sí,1999.0,Kia,5.0,2.0,Gasolina,5100.0,Sedona,Automática,2.0 Lx At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,426000.0
MLM803018937,used,Distrito Federal,Tlalpan,Usado,4458.0,4.0,150.0,Delantera,Sí,1395.0,Audi,4.0,1.4,Gasolina,28000.0,A3,Automática,1.4 Sedán Select At Dsg,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,368900.0
MLM813475571,used,Hidalgo,Pachuca De Soto,Usado,,4.0,,Delantera,Sí,2000.0,Ford,4.0,2.0,Gasolina,118820.0,Focus,Automática,Se At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109000.0
MLM803015326,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,2500.0,Mazda,4.0,nan,Gasolina,37000.0,Mazda 3,Automática,2.5 S Grand Touring Sedan At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,219900.0
MLM812883251,used,Puebla,Puebla,Usado,4555.0,5.0,188.0,4x2,Sí,2488.0,Mazda,5.0,2.5,Gasolina,18000.0,CX-5,Automática,2.5 S Grand Touring 4x2 At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,389900.0
MLM812912315,used,Distrito Federal,Coyoacán,Usado,3495.0,5.0,,Trasera,Sí,1000.0,Chevrolet,5.0,1.0,Gasolina,46000.0,Matiz,Manual,1.0 Ls Mt,2014.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,74900.0
MLM801490052,used,Distrito Federal,Venustiano Carranza,Usado,,,,nan,nan,,Ford,4.0,nan,Gasolina,32000.0,Edge,nan,3.5 SEL PLUS TA,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,304900.0
MLM801070040,used,Puebla,Puebla,Usado,,,,Delantera,nan,1600.0,Volkswagen,4.0,nan,Gasolina,50000.0,Vento,Manual,1.6 Confortline Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179900.0
MLM812843863,used,Distrito Federal,Coyoacán,Usado,4695.0,5.0,165.0,Delantera,Sí,2360.0,Mitsubishi,5.0,2.4,Gasolina,49000.0,Outlander,Automática,2.4 Limited Cvt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289900.0
MLM813532948,used,Puebla,Puebla,Usado,,4.0,,Delantera,Sí,2300.0,Ford,4.0,2.3,Gasolina,85000.0,Fusion,Automática,Se L4 At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119900.0
MLM812982440,used,Puebla,Puebla,Usado,4625.0,5.0,,Delantera,Sí,1800.0,Nissan,4.0,1.8,Gasolina,56000.0,Sentra,Automática,1.8 Advance At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149900.0
MLM812876605,used,Puebla,Puebla,Usado,4726.0,,,Delantera,Sí,6200.0,Mercedes-Benz,2.0,6.2,Gasolina,55000.0,Clase C,Manual,6.2 63 Amg Mt,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,389900.0
MLM802056453,used,Puebla,Puebla,Usado,,,,Delantera,nan,1497.0,Honda,5.0,nan,Gasolina,43000.0,Fit,Manual,1.5 Fun Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189900.0
MLM808615142,used,Distrito Federal,Coyoacán,Usado,4726.0,4.0,252.0,4x4,Sí,1984.0,Audi,4.0,2.0,Gasolina,27000.0,A4,Automática,2.0 T Select Quattro 252hp Dsg,2017.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,439900.0
MLM813810721,used,Puebla,Puebla,Usado,,4.0,,Delantera,Sí,1800.0,Honda,4.0,1.8,Gasolina,66000.0,Civic,Automática,Dmt Ex Sedan At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM801999890,used,Puebla,Puebla,Usado,,,,Delantera,nan,1193.0,Dodge,4.0,nan,Gasolina,37000.0,Attitude,Manual,1.2 Sxt Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM811254776,used,Puebla,Puebla,Usado,4384.0,4.0,121.0,Delantera,Sí,1591.0,Kia,4.0,1.6,Gasolina,19000.0,Rio,Manual,1.6 Lx Sedan Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,195000.0
MLM804259929,used,Distrito Federal,Cuajimalpa De Morelos,Usado,4363.0,5.0,82.0,Delantera,Sí,1197.0,Suzuki,5.0,1.2,Gasolina,5075.0,Ignis,Manual,1.2 Vvt Gl,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,192500.0
MLM803387315,used,Distrito Federal,Benito Juárez,Usado,,5.0,,4x4,Sí,3600.0,GMC,5.0,3.6,Gasolina,72000.0,Acadia,Automática,3.6 D 8 Pas Qc Piel 4x4 At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179000.0
MLM813528696,used,Puebla,Puebla,Usado,4580.0,2.0,,Trasera,Sí,3000.0,BMW,2.0,3.0,Gasolina,72000.0,Serie 3,Automática,3.0 335i Coupe At,2007.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,159900.0
MLM807664645,used,Puebla,Puebla,Usado,,,,Delantera,nan,1500.0,Toyota,4.0,nan,Gasolina,50000.0,Yaris,Manual,1.5 Premium Sedan Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,155000.0
MLM803018922,used,Distrito Federal,Tlalpan,Usado,4397.0,4.0,,Delantera,Sí,1600.0,Chevrolet,4.0,1.6,Gasolina,92000.0,Sonic,Manual,1.6 Lt Mt,2013.0,nan,nan,nan,4.0,,,nan,nan,,nan,,nan,nan,nan,nan,nan,104900.0
MLM804676686,used,Distrito Federal,Cuajimalpa De Morelos,Usado,4511.0,2.0,174.0,Delantera,Sí,1496.0,Honda,2.0,1.5,Gasolina,58.0,Civic,Automática,1.5 Coupe Turbo Cvt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,402500.0
MLM810693579,used,Distrito Federal,Benito Juárez,Usado,,5.0,,Delantera,Sí,1400.0,Suzuki,5.0,1.4,Gasolina,59000.0,Swift,Manual,1.4 Gls L4 Man Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM809957250,used,Distrito Federal,Benito Juárez,Usado,4404.0,5.0,,4x2,Sí,2400.0,Jeep,5.0,2.4,Gasolina,48000.0,Compass,Automática,2.4 Limited 4x2 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229000.0
MLM809425095,used,Distrito Federal,Benito Juárez,Usado,,2.0,,Trasera,Sí,6200.0,Chevrolet,2.0,6.2,Gasolina,58000.0,Camaro,Automática,Ss V8 At,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,259000.0
MLM812843810,used,Distrito Federal,Coyoacán,Usado,4801.0,5.0,280.0,4x4,nan,3600.0,Volkswagen,5.0,3.6,Gasolina,65000.0,Touareg,Automática,3.6 At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,329900.0
MLM812843804,used,Distrito Federal,Coyoacán,Usado,4941.0,5.0,280.0,4x4,Sí,3471.0,Honda,5.0,3.5,Gasolina,45000.0,Pilot,Automática,3.5 Touring At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,417900.0
MLM799808006,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,Trasera,nan,1997.0,BMW,4.0,nan,Gasolina,52958.0,Serie 3,Automática,2.0 330ia Sport Line At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,427400.0
MLM813410769,used,Distrito Federal,Coyoacán,Usado,4782.0,2.0,310.0,Trasera,Sí,2300.0,Ford,2.0,2.3,Gasolina,18000.0,Mustang,Manual,2.3 Coupe Mt,2018.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,494900.0
MLM815587773,used,Puebla,Puebla,Usado,2695.0,,90.0,Trasera,Sí,898.0,Smart,3.0,8.9,Gasolina,13000.0,Fortwo,Automática,8.9l Passion Convertible . At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,279900.0
MLM815161485,used,Puebla,Puebla,Usado,,,,nan,nan,,Volkswagen,4.0,nan,Diésel,40000.0,Passat,nan,2.5 Tdi 2016 At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,299900.0
MLM814859446,used,Puebla,Puebla,Usado,4415.0,5.0,172.0,4x2,Sí,2360.0,Jeep,5.0,2.4,Gasolina,38000.0,Patriot,Automática,2.4 Edición 75 Aniversario 4x2 At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,235000.0
MLM814862525,used,Puebla,Puebla,Usado,4361.0,5.0,,Delantera,Sí,2000.0,Ford,5.0,2.0,Gasolina,41000.0,Focus,Manual,2.0 St Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,299900.0
MLM813473446,used,Puebla,Puebla,Usado,,,,Delantera,Sí,2400.0,Mitsubishi,2.0,2.4,Gasolina,61000.0,Eclipse,Automática,Gt Coupe At,2007.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,135000.0
MLM811258264,used,Puebla,Puebla,Usado,,,,nan,nan,,Volkswagen,4.0,nan,Gasolina,13000.0,Passat,nan,2.5 Tdi At 2016,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,279900.0
MLM811245191,used,Puebla,Puebla,Usado,,5.0,210.0,4x2,Sí,4000.0,Ford,5.0,4.0,Gasolina,76000.0,Explorer,Manual,4.0 Xlt V6 3er Asiento Sync 4x2 Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,235000.0
MLM809506456,used,Puebla,Puebla,Usado,,5.0,,4x4,Sí,3000.0,Land Rover,5.0,3.0,Gasolina,62000.0,Range Rover,Automática,3.0 Sport Hse V6 Dyna Pack At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,649900.0
MLM808301591,used,Puebla,Puebla,Usado,,,,Delantera,nan,1998.0,Renault,5.0,nan,Gasolina,16000.0,Oroch,Automática,2.0 16v Outsider Aut,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289900.0
MLM806941489,used,Puebla,Puebla,Usado,,,,Trasera,nan,2500.0,BMW,4.0,nan,Gasolina,68000.0,Serie 3,Automática,2.5 325ia Exclusive Navi At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,219900.0
MLM801068801,used,Puebla,Puebla,Usado,,,,Trasera,nan,1999.0,Jaguar,4.0,nan,Gasolina,41000.0,XE,Automática,2.0 Pure At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,449900.0
MLM813783880,used,Jalisco,Zapopan,Usado,,,,nan,nan,,Chevrolet,3.0,nan,Gasolina,105000.0,S-10,nan,Xtreme standar 6cil,2003.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,114500.0
